Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Gender,CustomerName,City,State,Country,Continent,Product Name,Brand,Category,Subcategory,Unit Cost USD,Unit Price USD,Revenue_USD,Cost_USD,Profit_USD
392010,3,27-01-2016 00:00,27-02-2021 00:00,651767,18,1668,2,EUR,Male,Aloin Dandonneau,NOGENT-SUR-MARNE,Île-de-France,France,Europe,MGS Hand Games for students E400 Black,Tailspin Toys,Games and Toys,Boxed Games,3.56,6.99,13.98,7.12,6.86
392010,4,27-01-2016 00:00,27-02-2021 00:00,651767,18,189,9,EUR,Male,Aloin Dandonneau,NOGENT-SUR-MARNE,Île-de-France,France,Europe,SV 16xDVD M360 Silver,Southridge Video,TV and Video,VCD & DVD,58.36,126.9,1142.1,525.24,616.86
392010,5,27-01-2016 00:00,27-02-2021 00:00,651767,18,1522,1,EUR,Male,Aloin Dandonneau,NOGENT-SUR-MARNE,Île-de-France,France,Europe,The Phone Company PDA Wifi 4.7-inch L290 Black,The Phone Company,Cell phones,Smart phones & PDAs,125.9,380,380,125.9,254.1
392010,6,27-01-2016 00:00,27-02-2021 00:00,651767,18,455,1,EUR,Male,Aloin Dandonneau,NOGENT-SUR-MARNE,Île-de-France,France,Europe,WWI Desktop PC2.33 X2330 White,Wide World Importers,Computers,Desktops,304.48,919,919,304.48,614.52
393001,1,28-01-2016 00:00,27-02-2021 00:00,530451,19,2267,7,EUR,Male,Stefan Kunze,Berlin Charlottenburg,Berlin,Germany,Europe,WWI Wall Lamp E315 Blue,Wide World Importers,Home Appliances,Lamps,52,101.99,713.93,364,349.93
393001,2,28-01-2016 00:00,27-02-2021 00:00,530451,19,1228,4,EUR,Male,Stefan Kunze,Berlin Charlottenburg,Berlin,Germany,Europe,"Fabrikam Independent Filmmaker 1 25mm X400 Blue""",Fabrikam,Cameras and camcorders,Camcorders,536.74,1620,6480,2146.96,4333.04
393001,3,28-01-2016 00:00,27-02-2021 00:00,530451,19,1593,1,EUR,Male,Stefan Kunze,Berlin Charlottenburg,Berlin,Germany,Europe,SV DVD 58 DVD Storage Binder M55 Red,Southridge Video,"Music, Movies and Audio Books",Movie DVD,6.39,13.89,13.89,6.39,7.5
393001,4,28-01-2016 00:00,27-02-2021 00:00,530451,19,1157,5,EUR,Male,Stefan Kunze,Berlin Charlottenburg,Berlin,Germany,Europe,"Fabrikam Independent Filmmaker 1/2 3mm X300 Orange""",Fabrikam,Cameras and camcorders,Camcorders,523.49,1580,7900,2617.45,5282.55
393002,1,28-01-2016 00:00,27-02-2021 00:00,792110,28,662,9,EUR,Male,Boris Pisano,San Pietro In Gu,Padova,Italy,Europe,Proseware Slim-Design Fax Machine with Answering System X180 Black,Proseware,Computers,"Printers, Scanners & Fax",78.19,236,2124,703.71,1420.29
393003,1,28-01-2016 00:00,24-02-2021 00:00,1188400,38,2000,2,GBP,Female,Eva Henry,HARDWICK,Aylesbury Vale,United Kingdom,Europe,Fabrikam Microwave 0.8CuFt E0800 Grey,Fabrikam,Home Appliances,Microwaves,48.43,94.99,189.98,96.86,93.12
393003,2,28-01-2016 00:00,24-02-2021 00:00,1188400,38,2102,1,GBP,Female,Eva Henry,HARDWICK,Aylesbury Vale,United Kingdom,Europe,Contoso Water Heater 4.0GPM M1250 Silver,Contoso,Home Appliances,Water Heaters,363.75,791,791,363.75,427.25
393003,3,28-01-2016 00:00,24-02-2021 00:00,1188400,38,1608,9,GBP,Female,Eva Henry,HARDWICK,Aylesbury Vale,United Kingdom,Europe,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,56.08,109.99,989.91,504.72,485.19
393004,1,28-01-2016 00:00,25-02-2021 00:00,2007813,0,415,3,USD,Male,Dawid Robertson,Rutherfordton,North Carolina,United States,North America,Proseware Laptop8.9 E089 White,Proseware,Computers,Laptops,166.2,326,978,498.6,479.4
393004,2,28-01-2016 00:00,25-02-2021 00:00,2007813,0,1629,1,USD,Male,Dawid Robertson,Rutherfordton,North Carolina,United States,North America,Contoso DVD 38 DVD Storage Binder E25 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,9.99,5.09,4.9
393005,1,28-01-2016 00:00,24-02-2021 00:00,1112419,39,175,6,GBP,Male,Ethan Sutton,OVER COMPTON,West Dorset,United Kingdom,Europe,SV 16xDVD M350 Black,Southridge Video,TV and Video,VCD & DVD,53.76,116.9,701.4,322.56,378.84
393005,2,28-01-2016 00:00,24-02-2021 00:00,1112419,39,2511,2,GBP,Male,Ethan Sutton,OVER COMPTON,West Dorset,United Kingdom,Europe,Contoso Original K1m Li-Ion Standard Battery E170 Silver,Contoso,Cell phones,Cell phones Accessories,2.07,4.06,8.12,4.14,3.98
393005,3,28-01-2016 00:00,24-02-2021 00:00,1112419,39,1657,3,GBP,Male,Ethan Sutton,OVER COMPTON,West Dorset,United Kingdom,Europe,Contoso DVD 12-Inch Player Portable M400 White,Contoso,"Music, Movies and Audio Books",Movie DVD,82.77,179.99,539.97,248.31,291.66
393005,4,28-01-2016 00:00,24-02-2021 00:00,1112419,39,417,2,GBP,Male,Ethan Sutton,OVER COMPTON,West Dorset,United Kingdom,Europe,Adventure Works Desktop PC2.30 MD230 Silver,Adventure Works,Computers,Desktops,275.46,599,1198,550.92,647.08
393006,1,28-01-2016 00:00,25-02-2021 00:00,1765324,51,417,2,USD,Male,Dustin Cruz,York,Maine,United States,North America,Adventure Works Desktop PC2.30 MD230 Silver,Adventure Works,Computers,Desktops,275.46,599,1198,550.92,647.08
393006,2,28-01-2016 00:00,25-02-2021 00:00,1765324,51,2305,2,USD,Male,Dustin Cruz,York,Maine,United States,North America,Proseware Chandelier M0615 Blue,Proseware,Home Appliances,Lamps,105.76,229.99,459.98,211.52,248.46
393007,1,28-01-2016 00:00,25-02-2021 00:00,1206405,45,1763,1,USD,Male,Francis Menzies,Walla Walla,Washington,United States,North America,MGS Flight Simulator 2000 M410,Tailspin Toys,Games and Toys,Download Games,45.87,99.75,99.75,45.87,53.88
393007,2,28-01-2016 00:00,25-02-2021 00:00,1206405,45,121,1,USD,Male,Francis Menzies,Walla Walla,Washington,United States,North America,"Adventure Works 13 Color TV E25 White""",Adventure Works,TV and Video,Televisions,61.17,119.99,119.99,61.17,58.82
393007,3,28-01-2016 00:00,25-02-2021 00:00,1206405,45,2387,7,USD,Male,Francis Menzies,Walla Walla,Washington,United States,North America,Proseware Air conditioner 7000BTU E260 White,Proseware,Home Appliances,Air Conditioners,152.94,299.99,2099.93,1070.58,1029.35
393007,4,28-01-2016 00:00,25-02-2021 00:00,1206405,45,1901,3,USD,Male,Francis Menzies,Walla Walla,Washington,United States,North America,Fabrikam Refrigerator 3.2CuFt E1600 White,Fabrikam,Home Appliances,Refrigerators,142.75,279.99,839.97,428.25,411.72
393008,1,28-01-2016 00:00,25-02-2021 00:00,1823888,57,2038,1,USD,Male,Thomas Obregon,Houston,Texas,United States,North America,Litware Microwave 2.2CuFt M125 Red,Litware,Home Appliances,Microwaves,91.97,199.99,199.99,91.97,108.02
393009,1,28-01-2016 00:00,25-02-2021 00:00,1765579,56,2024,1,USD,Male,Russell Golden,Pittsburgh,Pennsylvania,United States,North America,Litware Microwave 0.8CuFt E080 White,Litware,Home Appliances,Microwaves,48.43,94.99,94.99,48.43,46.56
393010,1,28-01-2016 00:00,26-02-2021 00:00,313968,0,1616,7,CAD,Male,Christopher Kemp,Burnaby,British Columbia,Canada,North America,Contoso DVD Player M100 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,26.21,56.99,398.93,183.47,215.46
393010,2,28-01-2016 00:00,26-02-2021 00:00,313968,0,1477,2,CAD,Male,Christopher Kemp,Burnaby,British Columbia,Canada,North America,The Phone Company Smart phones Unlocked M300 Black,The Phone Company,Cell phones,Smart phones & PDAs,122.78,267,534,245.56,288.44
394000,1,29-01-2016 00:00,25-02-2021 00:00,1736019,0,979,1,USD,Male,Reed Flatt,New Albany,Indiana,United States,North America,A. Datum Consumer Digital Camera E100 Pink,A. Datum,Cameras and camcorders,Digital Cameras,143.26,281,281,143.26,137.74
394000,2,29-01-2016 00:00,25-02-2021 00:00,1736019,0,113,4,USD,Male,Reed Flatt,New Albany,Indiana,United States,North America,WWI Wireless Transmitter and Bluetooth Headphones X250 White,Wide World Importers,Audio,Bluetooth Headphones,82.83,249.99,999.96,331.32,668.64
394001,1,29-01-2016 00:00,20-02-2021 00:00,186894,5,1228,5,AUD,Female,Stella Brookfield,NERRING,Victoria,Australia,Australia,"Fabrikam Independent Filmmaker 1 25mm X400 Blue""",Fabrikam,Cameras and camcorders,Camcorders,536.74,1620,8100,2683.7,5416.3
394001,2,29-01-2016 00:00,20-02-2021 00:00,186894,5,519,8,AUD,Female,Stella Brookfield,NERRING,Victoria,Australia,Australia,WWI LCD22 M2002 Black,Wide World Importers,Computers,Monitors,205.09,619,4952,1640.72,3311.28
394001,3,29-01-2016 00:00,20-02-2021 00:00,186894,5,1652,3,AUD,Female,Stella Brookfield,NERRING,Victoria,Australia,Australia,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,"Music, Movies and Audio Books",Movie DVD,82.77,179.99,539.97,248.31,291.66
394002,1,29-01-2016 00:00,27-02-2021 00:00,452923,27,1695,1,EUR,Male,Ralf Eisenberg,Allstedt,Sachsen-Anhalt,Germany,Europe,SV Hand Games for 12-16 boys E60 Black,Southridge Video,Games and Toys,Boxed Games,2.54,4.98,4.98,2.54,2.44
394002,2,29-01-2016 00:00,27-02-2021 00:00,452923,27,1688,2,EUR,Male,Ralf Eisenberg,Allstedt,Sachsen-Anhalt,Germany,Europe,SV Hand Games women M40 Yellow,Southridge Video,Games and Toys,Boxed Games,4.08,8.88,17.76,8.16,9.6
394003,1,29-01-2016 00:00,27-02-2021 00:00,431461,27,326,2,EUR,Male,Felix Beyer,Rantum,Schleswig-Holstein,Germany,Europe,SV Car Video TFT7 M7000 Brown,Southridge Video,TV and Video,Car Video,152.44,299,598,304.88,293.12
394003,2,29-01-2016 00:00,27-02-2021 00:00,431461,27,1697,3,EUR,Male,Felix Beyer,Rantum,Schleswig-Holstein,Germany,Europe,SV Hand Games for kids E30 Red,Southridge Video,Games and Toys,Boxed Games,2.75,5.39,16.17,8.25,7.92
394003,3,29-01-2016 00:00,27-02-2021 00:00,431461,27,654,2,EUR,Male,Felix Beyer,Rantum,Schleswig-Holstein,Germany,Europe,Proseware Ink Jet Wireless All-In-One Printer M400 Black,Proseware,Computers,"Printers, Scanners & Fax",59.32,129,258,118.64,139.36
394004,1,29-01-2016 00:00,27-02-2021 00:00,602720,16,1417,2,EUR,Female,Carine Sirois,BRIVE-LA-GAILLARDE,Limousin,France,Europe,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,The Phone Company,Cell phones,Touch Screen Phones,123.24,268,536,246.48,289.52
394004,2,29-01-2016 00:00,27-02-2021 00:00,602720,16,1138,1,EUR,Female,Carine Sirois,BRIVE-LA-GAILLARDE,Limousin,France,Europe,Fabrikam SLR Camera M150 Orange,Fabrikam,Cameras and camcorders,Digital SLR Cameras,180.22,391.9,391.9,180.22,211.68
394004,3,29-01-2016 00:00,27-02-2021 00:00,602720,16,1190,2,EUR,Female,Carine Sirois,BRIVE-LA-GAILLARDE,Limousin,France,Europe,"Fabrikam Social Videographer 1/3 8.5mm E200 Orange""",Fabrikam,Cameras and camcorders,Camcorders,84.12,165,330,168.24,161.76
394005,1,29-01-2016 00:00,25-02-2021 00:00,1810401,65,174,4,USD,Female,Audrey Patterson,Piscataway,New Jersey,United States,North America,SV 22xDVD M600 Black,Southridge Video,TV and Video,VCD & DVD,43.04,129.9,519.6,172.16,347.44
394005,2,29-01-2016 00:00,25-02-2021 00:00,1810401,65,1712,6,USD,Female,Audrey Patterson,Piscataway,New Jersey,United States,North America,MGS Flight Simulator X Acceleration Expansion Pack M200,Tailspin Toys,Games and Toys,Download Games,32.25,70.13,420.78,193.5,227.28
394006,1,29-01-2016 00:00,24-02-2021 00:00,1041067,37,1802,6,GBP,Female,Jade Wilkins,BROMSASH,Hereford,United Kingdom,Europe,MGS Age of Mythology 2009 E158,Tailspin Toys,Games and Toys,Download Games,16.31,32,192,97.86,94.14
394007,1,29-01-2016 00:00,25-02-2021 00:00,1337730,63,2077,5,USD,Female,Laura Henry,Denver,Colorado,United States,North America,Contoso Microwave 0.9CuFt E0090 Red,Contoso,Home Appliances,Microwaves,50.98,99.99,499.95,254.9,245.05
395000,1,30-01-2016 00:00,27-02-2021 00:00,829132,32,128,4,EUR,Male,Ivan Huisken,Tuk,Overijssel,Netherlands,Europe,"Adventure Works 19 Color Digital TV E35 Brown""",Adventure Works,TV and Video,Televisions,73.11,143.4,573.6,292.44,281.16
395001,1,30-01-2016 00:00,26-02-2021 00:00,216550,10,2089,3,CAD,Male,William Palacios,Finch,Ontario,Canada,North America,Contoso Water Heater 1.5GPM E0800 White,Contoso,Home Appliances,Water Heaters,131.28,257.5,772.5,393.84,378.66
395001,2,30-01-2016 00:00,26-02-2021 00:00,216550,10,1610,1,CAD,Male,William Palacios,Finch,Ontario,Canada,North America,SV DVD 15-Inch Player Portable L200 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,96.08,289.99,289.99,96.08,193.91
395001,3,30-01-2016 00:00,26-02-2021 00:00,216550,10,1779,8,CAD,Male,William Palacios,Finch,Ontario,Canada,North America,MGS Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135,Tailspin Toys,Games and Toys,Download Games,21.92,43,344,175.36,168.64
395002,1,30-01-2016 00:00,26-02-2021 00:00,250944,8,105,3,CAD,Male,Dallas Hudson,Welland,Ontario,Canada,North America,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Audio,Bluetooth Headphones,52.88,115,345,158.64,186.36
395002,2,30-01-2016 00:00,26-02-2021 00:00,250944,8,1621,3,CAD,Male,Dallas Hudson,Welland,Ontario,Canada,North America,Contoso DVD Movies E100 Yellow,Contoso,"Music, Movies and Audio Books",Movie DVD,6.62,12.99,38.97,19.86,19.11
395003,1,30-01-2016 00:00,25-02-2021 00:00,1296866,54,2355,2,USD,Male,Grant Burkhart,Greenwood,Mississippi,United States,North America,Contoso Air conditioner 25000BTU L1672 Red,Contoso,Home Appliances,Air Conditioners,210.72,635.99,1271.98,421.44,850.54
395003,2,30-01-2016 00:00,25-02-2021 00:00,1296866,54,1209,3,USD,Male,Grant Burkhart,Greenwood,Mississippi,United States,North America,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,Fabrikam,Cameras and camcorders,Camcorders,404.68,880,2640,1214.04,1425.96
395003,3,30-01-2016 00:00,25-02-2021 00:00,1296866,54,2,9,USD,Male,Grant Burkhart,Greenwood,Mississippi,United States,North America,Contoso 512MB MP3 Player E51 Blue,Contoso,Audio,MP4&MP3,6.62,12.99,116.91,59.58,57.33
395004,1,30-01-2016 00:00,25-02-2021 00:00,2063107,45,1291,2,USD,Male,Lachlan Gormly,Philadelphia,Pennsylvania,United States,North America,Contoso Macro Zoom Lens X300 White,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,121.45,366.55,733.1,242.9,490.2
395004,2,30-01-2016 00:00,25-02-2021 00:00,2063107,45,2178,2,USD,Male,Lachlan Gormly,Philadelphia,Pennsylvania,United States,North America,Fabrikam Coffee Maker 12C M100 White,Fabrikam,Home Appliances,Coffee Machines,204.64,445,890,409.28,480.72
395004,3,30-01-2016 00:00,25-02-2021 00:00,2063107,45,1986,8,USD,Male,Lachlan Gormly,Philadelphia,Pennsylvania,United States,North America,Fabrikam Microwave 1.0CuFt E1100 White,Fabrikam,Home Appliances,Microwaves,71.37,139.99,1119.92,570.96,548.96
395005,1,30-01-2016 00:00,25-02-2021 00:00,2082135,54,1630,5,USD,Male,Alexander Kortig,Spokane,Washington,United States,North America,Contoso DVD 60 DVD Storage Binder L20 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,7.58,22.89,114.45,37.9,76.55
395005,2,30-01-2016 00:00,25-02-2021 00:00,2082135,54,1589,5,USD,Male,Alexander Kortig,Spokane,Washington,United States,North America,SV DVD 38 DVD Storage Binder E25 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,5.09,9.99,49.95,25.45,24.5
395006,1,30-01-2016 00:00,20-02-2021 00:00,127193,5,697,2,AUD,Female,Alana Pearson,WEST KEMPSEY,New South Wales,Australia,Australia,Proseware Photo Smart All-in-One Printer M380 Grey,Proseware,Computers,"Printers, Scanners & Fax",67.6,147,294,135.2,158.8
395006,2,30-01-2016 00:00,20-02-2021 00:00,127193,5,1249,1,AUD,Female,Alana Pearson,WEST KEMPSEY,New South Wales,Australia,Australia,Contoso Rechargeable Li-Ion Battery Pack E300 White,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,25.49,49.99,49.99,25.49,24.5
395006,3,30-01-2016 00:00,20-02-2021 00:00,127193,5,1990,7,AUD,Female,Alana Pearson,WEST KEMPSEY,New South Wales,Australia,Australia,Fabrikam Microwave 2.2CuFt M1250 Silver,Fabrikam,Home Appliances,Microwaves,91.97,199.99,1399.93,643.79,756.14
395006,4,30-01-2016 00:00,20-02-2021 00:00,127193,5,1581,1,AUD,Female,Alana Pearson,WEST KEMPSEY,New South Wales,Australia,Australia,SV DVD Recorder L240 Gold,Southridge Video,"Music, Movies and Audio Books",Movie DVD,72.56,219,219,72.56,146.44
395007,1,30-01-2016 00:00,25-02-2021 00:00,1714451,54,1605,2,USD,Male,Ernest Griggs,Dothan,Alabama,United States,North America,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,96.08,289.99,579.98,192.16,387.82
395007,2,30-01-2016 00:00,25-02-2021 00:00,1714451,54,1603,4,USD,Male,Ernest Griggs,Dothan,Alabama,United States,North America,SV DVD 7-Inch Player Portable E200 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,56.08,109.99,439.96,224.32,215.64
395007,3,30-01-2016 00:00,25-02-2021 00:00,1714451,54,2014,6,USD,Male,Ernest Griggs,Dothan,Alabama,United States,North America,Fabrikam Microwave 2.2CuFt M1250 Blue,Fabrikam,Home Appliances,Microwaves,91.97,199.99,1199.94,551.82,648.12
395008,1,30-01-2016 00:00,25-02-2021 00:00,1401419,61,128,2,USD,Female,Charlotte Munson,Indianapolis,Indiana,United States,North America,"Adventure Works 19 Color Digital TV E35 Brown""",Adventure Works,TV and Video,Televisions,73.11,143.4,286.8,146.22,140.58
395009,1,30-01-2016 00:00,27-02-2021 00:00,731556,29,1156,2,EUR,Male,Valter Beneventi,San Biagio Di Callalta,Treviso,Italy,Europe,Fabrikam Independent Filmmaker 1'' 25mm X400 Black,Fabrikam,Cameras and camcorders,Camcorders,530.11,1600,3200,1060.22,2139.78
395010,1,30-01-2016 00:00,25-02-2021 00:00,1549964,55,1076,5,USD,Female,Maria Kumar,South Ozone Park,New York,United States,North America,Contoso SLR Camera X142 Black,Contoso,Cameras and camcorders,Digital SLR Cameras,211.05,637,3185,1055.25,2129.75
395011,1,30-01-2016 00:00,24-02-2021 00:00,1114319,36,1587,1,GBP,Male,Edward Black,RHOSGOCH,Llandrindod Wells,United Kingdom,Europe,SV DVD 48 DVD Storage Binder M50 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,8.27,17.99,17.99,8.27,9.72
395011,2,30-01-2016 00:00,24-02-2021 00:00,1114319,36,142,2,GBP,Male,Edward Black,RHOSGOCH,Llandrindod Wells,United Kingdom,Europe,"Adventure Works 15.6 LCD TV M130W Black""",Adventure Works,TV and Video,Televisions,152.94,299.99,599.98,305.88,294.1
395011,3,30-01-2016 00:00,24-02-2021 00:00,1114319,36,1933,3,GBP,Male,Edward Black,RHOSGOCH,Llandrindod Wells,United Kingdom,Europe,Fabrikam Refrigerator 24.7CuFt X9800 Orange,Fabrikam,Home Appliances,Refrigerators,1060.22,3199.99,9599.97,3180.66,6419.31
395012,1,30-01-2016 00:00,25-02-2021 00:00,1418448,65,1784,7,USD,Male,Kenneth Reese,Richmond,Virginia,United States,North America,MGS Fable: The Lost Chapters2008 E140,Tailspin Toys,Games and Toys,Download Games,21.92,43,301,153.44,147.56
395012,2,30-01-2016 00:00,25-02-2021 00:00,1418448,65,1313,3,USD,Male,Kenneth Reese,Richmond,Virginia,United States,North America,Contoso Conversion Lens M550 Black,Contoso,Cameras and camcorders,Cameras & Camcorders Accessories,94.27,205,615,282.81,332.19
395014,1,30-01-2016 00:00,24-02-2021 00:00,1178352,42,1605,10,GBP,Male,Joseph Anderson,FREMINGTON,Exeter,United Kingdom,Europe,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,"Music, Movies and Audio Books",Movie DVD,96.08,289.99,2899.9,960.8,1939.1
397000,1,01-02-2016 00:00,25-02-2021 00:00,1677739,55,1649,9,USD,Male,Kevin Alvarez,Falls Church,Virginia,United States,North America,Contoso DVD 14-Inch Player Portable L100 Black,Contoso,"Music, Movies and Audio Books",Movie DVD,86.14,259.99,2339.91,775.26,1564.65
397001,1,01-02-2016 00:00,24-02-2021 00:00,1140654,37,1458,6,GBP,Female,Sienna Wood,LITTLE CHEVERELL,Kennet,United Kingdom,Europe,The Phone Company Touch Screen Phones - LCD M12 Gold,The Phone Company,Cell phones,Touch Screen Phones,91.97,200,1200,551.82,648.18
397001,2,01-02-2016 00:00,24-02-2021 00:00,1140654,37,390,1,GBP,Female,Sienna Wood,LITTLE CHEVERELL,Kennet,United Kingdom,Europe,WWI Laptop19W X0196 Black,Wide World Importers,Computers,Laptops,430.38,1299,1299,430.38,868.62
397002,1,01-02-2016 00:00,25-02-2021 00:00,1348253,0,1607,2,USD,Male,Joseph Brown,Garner,North Carolina,United States,North America,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,"Music, Movies and Audio Books",Movie DVD,82.77,179.99,359.98,165.54,194.44
397002,2,01-02-2016 00:00,25-02-2021 00:00,1348253,0,97,2,USD,Male,Joseph Brown,Garner,North Carolina,United States,North America,WWI Stereo Bluetooth Headphones E1000 Green,Wide World Importers,Audio,Bluetooth Headphones,34.36,67.4,134.8,68.72,66.08
397002,3,01-02-2016 00:00,25-02-2021 00:00,1348253,0,2012,2,USD,Male,Joseph Brown,Garner,North Carolina,United States,North America,Fabrikam Microwave 0.8CuFt E0800 Black,Fabrikam,Home Appliances,Microwaves,48.43,94.99,189.98,96.86,93.12
